Id_Tabla,Levdireccion,Levdirnum,Levpropietario,Levtelefono,Lev_Sticker,Levnombreestablecimiento,DistanciaEnMetros,Match
75957,95%,93%,45%,0%,0%,22%,23,0
75958,62%,57%,47%,0%,0%,41%,44,0
75959,64%,64%,41%,0%,0%,59%,28,0
75960,79%,79%,39%,0%,0%,45%,42,0
75961,88%,79%,38%,0%,0%,39%,41,0
75962,84%,81%,46%,0%,0%,57%,30,0
75963,78%,69%,38%,0%,0%,20%,20,0
75964,90%,77%,43%,0%,0%,57%,41,0
75965,97%,93%,48%,0%,0%,45%,5,0
75966,92%,85%,46%,0%,0%,35%,22,0
75967,88%,79%,44%,0%,0%,57%,41,0
75968,90%,86%,43%,0%,0%,35%,15,0
75969,95%,88%,52%,0%,0%,61%,14,0
75970,68%,63%,47%,0%,0%,52%,44,0
75971,68%,63%,45%,0%,0%,61%,39,0
75972,68%,63%,52%,0%,0%,61%,39,0
75973,60%,61%,52%,0%,0%,61%,39,0
75974,61%,75%,52%,0%,0%,9%,29,0
75975,76%,88%,66%,0%,0%,61%,14,0
75976,62%,75%,53%,0%,0%,43%,29,0
75977,67%,75%,44%,0%,0%,38%,30,0
75978,77%,88%,37%,0%,0%,50%,41,0
75979,65%,72%,45%,0%,0%,46%,12,0
75980,65%,72%,45%,0%,0%,42%,19,0
75981,65%,75%,45%,0%,0%,32%,44,0
75982,65%,75%,44%,0%,0%,46%,31,0
75983,65%,67%,45%,0%,0%,46%,36,0
75984,76%,75%,65%,0%,0%,76%,8,0
75985,79%,81%,44%,0%,0%,65%,42,0
75986,63%,69%,47%,0%,0%,65%,39,0
75987,67%,72%,48%,0%,0%,58%,22,0
75988,83%,83%,41%,0%,0%,27%,10,0
75989,80%,78%,40%,0%,0%,58%,37,0
75990,90%,86%,45%,0%,0%,30%,30,0
75991,95%,86%,37%,0%,0%,38%,10,0
75992,85%,75%,43%,0%,0%,18%,11,0
75993,95%,85%,45%,0%,0%,60%,11,0
75994,90%,86%,50%,0%,0%,36%,30,0
75995,93%,93%,45%,0%,0%,30%,30,0
75996,62%,57%,43%,0%,0%,30%,33,0
75997,62%,57%,45%,0%,0%,30%,27,0
75998,63%,64%,52%,0%,0%,37%,44,0
75999,95%,86%,46%,0%,0%,60%,11,0
76000,97%,93%,36%,0%,0%,46%,5,0
76001,80%,75%,39%,0%,0%,42%,32,0
76002,88%,79%,44%,0%,0%,57%,37,0
76003,100%,100%,55%,0%,0%,0%,,0
76004,76%,68%,57%,0%,0%,42%,9,0
76005,81%,83%,46%,0%,0%,54%,31,0
76006,85%,83%,44%,0%,0%,42%,29,0
76007,80%,75%,50%,0%,0%,42%,23,0
76008,96%,94%,53%,0%,0%,53%,8,0
76009,85%,89%,50%,0%,0%,55%,28,0
76010,81%,83%,50%,0%,0%,53%,28,0
76011,70%,67%,58%,0%,0%,77%,40,0
76012,93%,100%,48%,0%,0%,53%,34,0
76013,63%,56%,59%,0%,0%,42%,34,0
76014,66%,63%,57%,0%,0%,42%,8,0
76015,60%,60%,56%,0%,0%,56%,32,0
76016,63%,61%,50%,0%,0%,60%,44,0
76017,61%,56%,62%,0%,0%,42%,44,0
76018,61%,56%,63%,0%,0%,42%,28,0
76019,77%,75%,69%,0%,0%,61%,19,0
76020,90%,94%,58%,0%,0%,46%,22,0
76021,75%,73%,43%,0%,0%,50%,36,0
76022,69%,64%,50%,0%,0%,43%,43,0
76023,52%,59%,48%,0%,0%,55%,17,0
76024,45%,74%,45%,0%,0%,47%,36,0
76025,60%,71%,38%,0%,0%,47%,18,0
76026,60%,67%,40%,0%,0%,21%,45,0
76027,59%,54%,50%,0%,0%,54%,36,0
76028,59%,54%,44%,0%,0%,65%,14,0
76029,86%,88%,39%,0%,0%,55%,32,0
76030,85%,87%,47%,0%,0%,45%,32,0
76031,93%,88%,31%,0%,0%,47%,29,0
76032,85%,89%,50%,0%,0%,40%,43,0
76033,93%,89%,52%,0%,0%,40%,10,0
76034,93%,89%,49%,0%,0%,40%,31,0
76035,94%,89%,48%,0%,0%,33%,20,0
76036,72%,74%,54%,0%,0%,33%,20,0
76037,66%,61%,53%,0%,0%,33%,18,0
76038,80%,78%,45%,0%,0%,45%,29,0
76039,91%,88%,36%,0%,0%,39%,3,0
76040,86%,88%,50%,0%,0%,60%,25,0
76041,97%,94%,54%,0%,0%,13%,13,0
76042,92%,88%,44%,0%,0%,57%,17,0
76043,88%,81%,45%,0%,0%,58%,25,0
76044,92%,88%,38%,0%,0%,58%,28,0
76045,83%,83%,53%,0%,0%,42%,33,0
76046,71%,71%,53%,0%,0%,42%,36,0
76047,83%,83%,50%,0%,0%,50%,20,0
76048,74%,77%,51%,0%,0%,50%,9,0
76049,86%,92%,46%,0%,0%,50%,17,0
76050,86%,92%,53%,0%,0%,50%,11,0
76051,79%,83%,53%,0%,0%,50%,26,0
76052,83%,92%,49%,0%,0%,60%,22,0
76053,80%,83%,48%,0%,0%,47%,32,0
76054,93%,86%,43%,0%,0%,52%,1,0
76055,84%,89%,48%,0%,0%,33%,10,0
76056,95%,90%,47%,0%,0%,61%,33,0
76057,80%,63%,47%,0%,0%,61%,23,0
76058,83%,100%,39%,0%,0%,57%,8,0
76059,78%,80%,50%,0%,0%,48%,29,0
76060,88%,88%,47%,0%,100%,33%,16,0
76061,58%,57%,54%,0%,0%,32%,41,0
76062,67%,63%,45%,0%,0%,50%,28,0
76063,55%,57%,45%,0%,0%,44%,41,0
76064,87%,89%,50%,0%,0%,56%,14,0
76065,87%,89%,50%,0%,0%,57%,6,0
76066,87%,89%,50%,0%,0%,56%,39,0
76067,61%,67%,54%,0%,0%,55%,44,0
76068,61%,65%,47%,0%,0%,28%,26,0
76069,61%,67%,59%,0%,0%,41%,24,0
76070,61%,60%,54%,0%,0%,41%,18,0
76071,94%,89%,54%,0%,0%,61%,18,0
76072,90%,86%,52%,0%,0%,57%,7,0
76073,76%,81%,56%,0%,0%,44%,3,0
76074,76%,81%,52%,0%,0%,53%,3,0
76075,95%,93%,52%,0%,0%,42%,25,0
76076,90%,86%,52%,0%,0%,53%,29,0
76077,63%,68%,52%,0%,0%,53%,42,0
76078,63%,68%,52%,0%,0%,50%,42,0
76079,63%,68%,52%,0%,0%,48%,42,0
76080,63%,68%,52%,0%,0%,53%,42,0
76081,63%,68%,52%,0%,0%,44%,42,0
76082,63%,68%,54%,0%,0%,53%,42,0
76083,60%,57%,52%,0%,0%,53%,28,0
76084,95%,93%,52%,0%,0%,58%,3,0
76085,72%,75%,57%,0%,0%,53%,29,0
76086,80%,73%,0%,0%,0%,48%,45,0
76087,82%,79%,57%,0%,0%,60%,44,0
76088,76%,75%,59%,0%,0%,37%,42,0
76089,76%,85%,64%,0%,0%,43%,42,0
76090,70%,86%,56%,0%,0%,95%,28,0
76091,59%,57%,53%,0%,0%,37%,34,0
76092,59%,57%,54%,0%,0%,37%,24,0
76093,69%,54%,54%,0%,0%,52%,44,0
76094,61%,53%,56%,0%,0%,52%,40,0
76095,69%,85%,56%,0%,0%,58%,4,0
76096,91%,88%,35%,0%,0%,43%,24,0
76097,91%,88%,47%,0%,0%,43%,11,0
76098,64%,63%,44%,0%,0%,43%,28,0
76099,64%,63%,35%,0%,0%,43%,33,0
76100,68%,69%,35%,0%,0%,43%,41,0
76101,57%,57%,46%,0%,0%,48%,23,0
76102,55%,56%,46%,0%,0%,50%,6,0
76103,57%,71%,46%,0%,0%,48%,30,0
76104,93%,86%,54%,0%,0%,40%,9,0
76105,76%,69%,42%,0%,0%,48%,37,0
76106,76%,69%,42%,0%,0%,52%,43,0
76107,55%,63%,50%,0%,0%,47%,6,0
76108,86%,81%,56%,0%,0%,50%,27,0
76109,74%,78%,53%,0%,0%,0%,8,0
76110,74%,78%,53%,0%,0%,47%,14,0
76111,91%,88%,53%,0%,0%,0%,12,0
76112,58%,63%,53%,0%,0%,47%,40,0
76113,55%,56%,50%,0%,0%,39%,40,0
76114,58%,63%,50%,0%,0%,46%,29,0
76115,91%,88%,53%,0%,0%,57%,3,0
76116,68%,69%,48%,0%,0%,46%,25,0
76117,66%,72%,53%,0%,0%,56%,35,0
76118,61%,56%,49%,0%,0%,56%,42,0
76119,89%,89%,49%,0%,0%,56%,43,0
76120,85%,89%,45%,0%,0%,56%,19,0
76121,93%,89%,56%,0%,0%,30%,37,0
76122,93%,89%,56%,0%,0%,42%,25,0
76123,65%,69%,44%,0%,0%,52%,10,0
76124,79%,88%,57%,0%,0%,42%,24,0
76125,78%,88%,46%,0%,0%,49%,12,0
76126,72%,88%,44%,0%,0%,34%,4,0
76127,41%,63%,46%,0%,0%,35%,29,0
76128,65%,67%,45%,0%,0%,56%,20,0
76129,87%,81%,36%,0%,0%,51%,44,0
76130,76%,83%,45%,0%,0%,63%,36,0
76131,58%,69%,45%,0%,0%,48%,42,0
76132,56%,61%,53%,0%,0%,35%,17,0
76133,87%,83%,48%,0%,0%,58%,17,0
76134,83%,88%,50%,0%,0%,53%,22,0
76135,79%,81%,53%,0%,0%,45%,14,0
76136,83%,88%,52%,0%,0%,53%,14,0
76137,79%,81%,56%,0%,0%,0%,14,0
76138,75%,82%,47%,0%,0%,50%,42,0
76139,80%,87%,51%,0%,0%,47%,21,0
76140,80%,93%,49%,0%,0%,32%,26,0
76141,85%,94%,46%,0%,0%,55%,29,0
76142,74%,78%,41%,0%,0%,43%,28,0
76143,54%,63%,43%,0%,0%,38%,37,0
76144,61%,61%,43%,0%,0%,55%,36,0
76145,78%,88%,43%,0%,0%,60%,44,0
76146,54%,63%,39%,0%,0%,0%,42,0
76147,60%,57%,42%,0%,0%,0%,39,0
76148,59%,57%,33%,0%,0%,0%,30,0
76149,56%,63%,44%,0%,0%,0%,34,0
76150,60%,57%,49%,0%,0%,0%,25,0
76151,93%,89%,50%,0%,0%,37%,7,0
76152,79%,94%,59%,0%,0%,54%,40,0
76153,84%,88%,54%,0%,0%,53%,38,0
76154,69%,63%,54%,0%,0%,53%,9,0
76155,61%,63%,59%,0%,0%,50%,42,0
76156,61%,63%,52%,0%,0%,53%,41,0
76157,92%,88%,48%,0%,0%,29%,37,0
76158,95%,88%,53%,0%,0%,65%,20,0
76159,95%,88%,43%,0%,0%,53%,5,0
76160,86%,81%,55%,0%,0%,53%,17,0
76161,90%,81%,46%,0%,0%,50%,26,0
76162,78%,75%,46%,0%,0%,32%,15,0
76163,84%,88%,44%,0%,0%,60%,44,0
76164,62%,67%,58%,0%,0%,67%,36,0
76165,63%,63%,62%,0%,0%,46%,37,0
76166,63%,63%,53%,0%,0%,47%,35,0
76167,74%,94%,54%,0%,0%,50%,2,0
76168,69%,63%,60%,0%,0%,53%,40,0
76169,62%,61%,58%,0%,0%,31%,31,0
76170,96%,93%,41%,0%,0%,55%,21,0
76171,91%,88%,51%,0%,0%,52%,7,0
76172,58%,63%,48%,0%,0%,50%,40,0
76173,65%,56%,46%,0%,0%,55%,42,0
76174,69%,63%,46%,0%,0%,57%,27,0
76175,72%,81%,41%,0%,0%,43%,27,0
76176,70%,75%,0%,0%,0%,6%,36,0
76177,60%,57%,39%,0%,0%,46%,30,0
76178,58%,56%,46%,0%,0%,54%,30,0
76179,63%,62%,53%,0%,0%,60%,25,0
76180,82%,86%,46%,0%,0%,50%,33,0
76181,90%,86%,42%,0%,0%,50%,33,0
76182,90%,86%,44%,0%,0%,46%,17,0
76183,71%,79%,50%,0%,0%,50%,26,0
76184,70%,76%,44%,0%,0%,48%,24,0
76185,82%,87%,42%,0%,0%,42%,11,0
76186,79%,80%,42%,0%,0%,43%,16,0
76187,70%,71%,53%,0%,0%,50%,45,0
76188,74%,83%,53%,0%,0%,48%,12,0
76189,84%,78%,48%,0%,0%,57%,5,0
76190,87%,83%,41%,0%,0%,26%,9,0
76191,58%,65%,46%,0%,0%,42%,34,0
76192,68%,67%,40%,0%,0%,45%,35,0
76193,61%,67%,46%,0%,0%,57%,26,0
76194,78%,78%,54%,0%,0%,54%,35,0
76195,96%,92%,49%,0%,0%,47%,40,0
76196,84%,86%,43%,0%,0%,35%,,0
76197,59%,75%,40%,0%,0%,45%,34,0
76198,59%,67%,43%,0%,0%,58%,30,0
76199,80%,76%,53%,0%,0%,38%,38,0
76200,91%,93%,47%,0%,0%,55%,21,0
76201,91%,87%,0%,0%,0%,48%,30,0
76202,88%,82%,46%,0%,0%,33%,1,0
76203,79%,71%,61%,0%,0%,33%,40,0
76204,79%,71%,52%,0%,0%,33%,40,0
76205,89%,80%,47%,0%,0%,53%,43,0
76206,92%,86%,52%,0%,0%,50%,43,0
76207,85%,87%,62%,0%,0%,33%,,0
76208,89%,80%,38%,0%,0%,44%,19,0
76209,73%,60%,47%,0%,0%,43%,18,0
76210,91%,88%,60%,0%,0%,78%,15,0
76211,68%,75%,49%,0%,0%,48%,13,0
76212,72%,83%,52%,0%,0%,52%,13,0
76213,69%,78%,55%,0%,0%,42%,13,0
76214,67%,75%,41%,0%,0%,53%,37,0
76215,88%,88%,44%,0%,0%,51%,31,0
76216,58%,63%,44%,0%,0%,57%,10,0
76217,91%,88%,47%,0%,0%,44%,12,0
76218,89%,94%,38%,0%,0%,61%,13,0
76219,100%,100%,58%,0%,0%,100%,10,0
76220,61%,61%,50%,0%,0%,61%,32,0
76221,88%,89%,41%,0%,0%,61%,37,0
76222,93%,94%,43%,0%,0%,61%,33,0
76223,93%,89%,38%,0%,0%,61%,10,0
76224,86%,83%,41%,0%,0%,36%,18,0
76225,62%,75%,58%,0%,0%,38%,36,0
76226,69%,69%,55%,0%,0%,38%,38,0
76227,64%,67%,47%,0%,0%,48%,21,0
76228,63%,69%,40%,0%,0%,50%,44,0
76229,77%,88%,45%,0%,0%,43%,28,0
76230,49%,60%,48%,0%,0%,63%,33,0
76231,71%,73%,54%,0%,0%,56%,34,0
76232,65%,67%,45%,0%,0%,78%,29,0
76233,63%,65%,46%,0%,0%,52%,33,0
76234,65%,67%,47%,0%,0%,56%,38,0
76235,65%,67%,45%,0%,0%,31%,37,0
76236,69%,73%,36%,0%,0%,53%,13,0
76237,69%,73%,45%,0%,0%,52%,7,0
76238,69%,73%,39%,0%,0%,50%,21,0
76239,65%,67%,56%,0%,0%,47%,33,0
76240,65%,67%,45%,0%,0%,44%,34,0
76241,65%,65%,48%,0%,0%,52%,33,0
76242,65%,67%,45%,0%,0%,27%,29,0
76243,65%,67%,53%,0%,0%,56%,39,0
76244,92%,80%,44%,0%,0%,47%,18,0
76245,77%,71%,48%,0%,0%,100%,7,0
76246,84%,82%,45%,0%,0%,56%,,0
76247,77%,71%,50%,0%,0%,36%,25,0
76248,75%,67%,32%,0%,0%,78%,35,0
76249,92%,80%,45%,0%,0%,26%,22,0
76250,75%,81%,54%,0%,0%,50%,43,0
76251,60%,63%,47%,0%,0%,37%,6,0
76252,65%,63%,47%,0%,0%,64%,33,0
76253,61%,69%,50%,0%,0%,39%,17,0
76254,58%,63%,47%,0%,0%,39%,21,0
76255,60%,67%,47%,0%,0%,63%,5,0
76256,59%,63%,41%,0%,0%,60%,9,0
76257,68%,69%,47%,0%,0%,56%,29,0
76258,75%,88%,41%,0%,0%,39%,15,0
76259,65%,60%,47%,0%,0%,31%,13,0
76260,72%,78%,47%,0%,0%,39%,44,0
76261,67%,78%,53%,0%,0%,52%,44,0
76262,77%,94%,0%,0%,0%,31%,44,0
76263,77%,88%,58%,0%,0%,52%,31,0
76264,73%,83%,58%,0%,0%,42%,2,0
76265,75%,88%,47%,0%,0%,39%,2,0
76266,73%,78%,0%,0%,0%,51%,41,0
76267,76%,94%,41%,0%,0%,54%,5,0
76268,69%,83%,54%,0%,0%,55%,6,0
76269,65%,88%,49%,0%,0%,39%,37,0
76270,70%,73%,48%,0%,0%,44%,,0
76271,70%,73%,49%,0%,0%,42%,,0
76272,70%,88%,53%,0%,0%,52%,16,0
76273,64%,83%,47%,0%,0%,52%,44,0
76274,89%,88%,46%,0%,0%,52%,13,0
76275,86%,88%,53%,0%,0%,52%,44,0
76276,75%,88%,46%,0%,0%,50%,17,0
76277,84%,94%,46%,0%,0%,55%,43,0
76278,56%,63%,46%,0%,0%,52%,33,0
76279,58%,63%,46%,0%,0%,48%,27,0
76280,55%,63%,47%,0%,0%,48%,38,0
76281,55%,63%,44%,0%,0%,52%,22,0
76282,62%,78%,45%,0%,0%,52%,24,0
76283,76%,78%,46%,0%,0%,64%,26,0
76284,87%,88%,44%,0%,0%,58%,23,0
76285,100%,100%,49%,0%,0%,76%,,0
76286,59%,61%,49%,0%,0%,50%,37,0
76287,63%,63%,43%,0%,0%,43%,38,0
76288,63%,63%,45%,0%,0%,43%,22,0
76289,82%,83%,46%,0%,0%,0%,,0
76290,84%,83%,46%,0%,0%,0%,,0
76291,76%,72%,55%,0%,0%,0%,6,0
76292,64%,60%,47%,0%,0%,0%,21,0
76293,78%,71%,49%,0%,0%,0%,4,0
76294,73%,70%,51%,0%,0%,0%,40,0
76295,68%,65%,49%,0%,0%,0%,24,0
76296,64%,74%,44%,0%,0%,0%,12,0
76297,84%,83%,49%,0%,0%,0%,,0
76298,69%,67%,43%,0%,0%,48%,10,0
76299,63%,67%,45%,0%,0%,45%,24,0
76300,63%,72%,51%,0%,0%,43%,29,0
76301,79%,89%,46%,0%,0%,48%,39,0
76302,83%,75%,54%,0%,0%,56%,37,0
76303,86%,94%,54%,0%,0%,44%,38,0
76304,72%,75%,44%,0%,0%,44%,33,0
76305,73%,83%,39%,0%,0%,24%,26,0
76306,55%,67%,47%,0%,0%,41%,19,0
76307,55%,67%,37%,0%,0%,41%,31,0
76308,55%,67%,33%,0%,0%,51%,19,0
76309,81%,88%,58%,0%,0%,55%,36,0
76310,82%,88%,57%,0%,0%,34%,10,0
76311,73%,75%,64%,0%,0%,57%,30,0
76312,82%,75%,56%,0%,0%,42%,30,0
76313,82%,75%,60%,0%,0%,46%,38,0
76314,64%,63%,56%,0%,0%,38%,39,0
76315,63%,67%,52%,0%,0%,57%,39,0
76316,72%,71%,38%,0%,0%,54%,31,0
76317,94%,94%,42%,0%,0%,52%,34,0
76318,100%,100%,49%,0%,0%,47%,6,0
76319,94%,94%,39%,0%,0%,45%,38,0
76320,63%,56%,50%,0%,0%,53%,27,0
76321,94%,89%,43%,0%,0%,41%,19,0
76322,54%,65%,41%,0%,0%,55%,30,0
76323,61%,67%,41%,0%,0%,42%,39,0
76324,58%,60%,48%,0%,0%,54%,34,0
76325,79%,87%,46%,0%,0%,54%,39,0
76326,80%,93%,46%,0%,0%,50%,8,0
76327,80%,87%,44%,0%,0%,48%,10,0
76328,80%,87%,44%,0%,0%,61%,15,0
76329,57%,71%,49%,0%,0%,62%,17,0
76330,58%,60%,52%,0%,0%,39%,43,0
76331,51%,65%,54%,0%,0%,42%,33,0
76332,58%,60%,52%,0%,0%,35%,26,0
76333,61%,53%,60%,0%,0%,4%,25,0
76334,61%,53%,54%,0%,0%,33%,12,0
76335,78%,80%,56%,0%,0%,39%,14,0
76336,89%,80%,59%,0%,0%,39%,15,0
76337,78%,87%,57%,0%,0%,55%,11,0
76338,89%,80%,54%,0%,0%,39%,20,0
76339,58%,60%,57%,0%,0%,41%,32,0
76340,61%,60%,56%,0%,0%,58%,21,0
76341,59%,56%,56%,0%,0%,50%,31,0
76342,62%,63%,53%,0%,0%,50%,32,0
76343,81%,88%,54%,0%,0%,50%,29,0
76344,93%,88%,56%,0%,0%,50%,22,0
76345,90%,81%,49%,0%,0%,50%,39,0
76346,84%,94%,53%,0%,0%,50%,33,0
76347,93%,88%,43%,0%,0%,45%,18,0
76348,61%,61%,44%,0%,0%,56%,42,0
76349,60%,70%,53%,0%,0%,0%,9,0
76350,79%,88%,45%,0%,0%,39%,28,0
76351,83%,94%,45%,0%,0%,39%,4,0
76352,63%,69%,46%,0%,0%,41%,28,0
76353,58%,63%,45%,0%,0%,50%,12,0
76354,58%,63%,45%,0%,0%,39%,36,0
76355,59%,61%,54%,0%,0%,48%,35,0
76356,68%,62%,53%,0%,0%,63%,14,0
76357,60%,60%,53%,0%,0%,48%,14,0
76358,67%,62%,55%,0%,0%,53%,43,0
76359,82%,83%,45%,0%,0%,55%,12,0
76360,82%,89%,40%,0%,0%,54%,1,0
76361,88%,93%,48%,0%,0%,54%,19,0
76362,86%,94%,46%,0%,0%,29%,13,0
76363,86%,94%,48%,0%,0%,38%,13,0
76364,86%,94%,51%,0%,0%,52%,33,0
76365,93%,88%,41%,0%,0%,52%,31,0
76366,64%,63%,44%,0%,0%,50%,28,0
76367,93%,96%,47%,0%,0%,44%,,0
76368,63%,57%,49%,0%,0%,48%,44,0
76369,81%,89%,46%,0%,0%,48%,,0
76370,100%,100%,46%,0%,0%,43%,14,0
76371,70%,72%,47%,0%,0%,60%,31,0
76372,95%,94%,46%,0%,0%,46%,37,0
76373,64%,63%,38%,0%,0%,46%,18,0
76374,91%,88%,46%,0%,0%,36%,26,0
76375,87%,88%,49%,0%,0%,61%,31,0
76376,88%,88%,0%,0%,0%,6%,36,0
76377,88%,88%,49%,0%,0%,44%,16,0
76378,88%,88%,44%,0%,0%,44%,30,0
76379,88%,88%,36%,0%,0%,61%,27,0
76380,88%,88%,50%,0%,0%,59%,41,0
76381,88%,88%,52%,0%,0%,44%,30,0
76382,88%,88%,50%,0%,0%,44%,33,0
76383,91%,82%,48%,0%,0%,55%,19,0
76384,59%,53%,38%,0%,0%,47%,33,0
76385,91%,87%,53%,0%,0%,42%,22,0
76386,86%,80%,38%,0%,0%,47%,32,0
76387,89%,80%,55%,0%,0%,47%,13,0
76388,89%,80%,57%,0%,0%,47%,15,0
76389,58%,53%,55%,0%,0%,47%,34,0
76390,76%,88%,43%,0%,0%,35%,11,0
76391,52%,63%,56%,0%,0%,35%,35,0
76392,85%,86%,43%,0%,0%,61%,14,0
76393,59%,57%,39%,0%,0%,59%,32,0
76394,59%,57%,44%,0%,0%,59%,26,0
76395,92%,86%,40%,0%,0%,59%,13,0
76396,83%,88%,43%,0%,0%,59%,19,0
76397,68%,64%,41%,0%,0%,56%,23,0
76398,59%,57%,38%,0%,0%,59%,26,0
76399,91%,85%,39%,0%,0%,57%,27,0
76400,93%,77%,38%,0%,0%,57%,4,0
76401,95%,85%,36%,0%,0%,50%,36,0
76402,90%,77%,40%,0%,0%,58%,35,0
76403,90%,69%,39%,0%,0%,58%,39,0
76404,65%,75%,51%,0%,0%,41%,21,0
76405,69%,83%,55%,0%,0%,41%,33,0
76406,69%,71%,41%,0%,0%,41%,22,0
76407,65%,75%,42%,0%,0%,57%,19,0
76408,61%,67%,46%,0%,0%,54%,38,0
76409,61%,67%,43%,0%,0%,57%,45,0
76410,97%,94%,57%,0%,0%,38%,35,0
76411,83%,83%,55%,0%,0%,39%,34,0
76412,93%,88%,65%,0%,0%,43%,37,0
76413,80%,78%,50%,0%,0%,43%,37,0
76414,93%,88%,52%,0%,0%,47%,31,0
76415,93%,88%,59%,0%,0%,55%,11,0
76416,77%,78%,59%,0%,0%,38%,21,0
76417,67%,61%,55%,0%,0%,38%,35,0
76418,61%,56%,39%,0%,0%,52%,23,0
76419,79%,78%,51%,0%,0%,50%,38,0
76420,60%,67%,50%,0%,0%,52%,44,0
76421,88%,88%,37%,0%,0%,59%,35,0
76422,77%,94%,45%,0%,0%,43%,41,0
76423,81%,86%,47%,0%,0%,0%,7,0
76424,88%,86%,49%,0%,100%,0%,9,0
76425,75%,86%,49%,0%,0%,0%,14,0
76426,84%,86%,49%,0%,0%,0%,41,0
76427,63%,56%,45%,0%,0%,56%,14,0
76428,57%,56%,44%,0%,0%,53%,35,0
76429,70%,85%,51%,0%,0%,45%,7,0
76430,52%,63%,60%,0%,0%,50%,43,0
76431,58%,57%,43%,0%,0%,53%,21,0
76432,58%,57%,53%,0%,0%,57%,14,0
76433,58%,64%,42%,0%,0%,43%,36,0
76434,52%,63%,43%,0%,0%,55%,25,0
76435,58%,57%,46%,0%,0%,46%,27,0
76436,60%,67%,0%,0%,0%,40%,7,0
76437,77%,72%,53%,0%,0%,50%,16,0
76438,80%,78%,50%,0%,0%,50%,14,0
76439,93%,88%,53%,0%,0%,43%,18,0
76440,93%,88%,57%,0%,0%,50%,20,0
76441,93%,88%,50%,0%,0%,45%,20,0
76442,94%,88%,47%,0%,0%,37%,21,0
76443,58%,64%,43%,0%,0%,5%,9,0
76444,58%,64%,53%,0%,0%,39%,4,0
76445,58%,64%,45%,0%,0%,5%,35,0
76446,58%,64%,50%,0%,0%,31%,28,0
76447,81%,71%,41%,0%,0%,39%,27,0
76448,77%,86%,49%,0%,0%,52%,14,0
76449,77%,79%,38%,0%,0%,39%,34,0
76450,78%,81%,53%,0%,0%,39%,28,0
76451,61%,75%,50%,0%,0%,39%,9,0
76452,58%,64%,55%,0%,0%,32%,4,0
76453,74%,65%,58%,0%,0%,53%,29,0
76454,74%,65%,47%,0%,0%,52%,26,0
76455,69%,63%,47%,0%,0%,60%,12,0
76456,83%,71%,44%,0%,0%,53%,15,0
76457,83%,71%,44%,0%,0%,50%,36,0
76458,80%,64%,57%,0%,0%,53%,42,0
76459,57%,64%,50%,0%,0%,46%,40,0
76460,57%,64%,44%,0%,0%,44%,33,0
76461,71%,69%,61%,0%,0%,56%,5,0
76462,88%,88%,45%,0%,0%,47%,7,0
76463,95%,86%,56%,0%,0%,48%,35,0
76464,59%,63%,41%,0%,0%,48%,43,0
76465,78%,81%,51%,0%,0%,56%,43,0
76466,80%,88%,45%,0%,0%,4%,10,0
76467,71%,88%,49%,0%,0%,34%,24,0
76468,73%,88%,51%,0%,0%,34%,44,0
76469,86%,88%,49%,0%,0%,41%,39,0
76470,84%,88%,50%,0%,0%,41%,30,0
76471,70%,88%,53%,0%,0%,41%,11,0
76472,74%,89%,47%,0%,0%,50%,40,0
76473,67%,78%,38%,0%,0%,41%,36,0
76474,76%,70%,57%,0%,0%,49%,41,0
76475,62%,61%,43%,0%,0%,41%,25,0
76476,78%,83%,44%,0%,0%,60%,28,0
76477,67%,78%,51%,0%,0%,50%,16,0
76478,91%,85%,36%,0%,0%,49%,23,0
76479,70%,83%,52%,0%,0%,0%,28,0
76480,67%,78%,42%,0%,0%,51%,16,0
76481,68%,81%,43%,0%,0%,26%,31,0
76482,70%,75%,50%,0%,0%,40%,45,0
76483,64%,75%,43%,0%,0%,14%,22,0
76484,55%,72%,43%,0%,0%,42%,35,0
76485,67%,67%,46%,0%,0%,42%,44,0
76486,57%,67%,43%,0%,0%,21%,42,0
76487,76%,86%,45%,0%,0%,50%,8,0
76488,93%,86%,52%,0%,0%,50%,26,0
76489,96%,93%,48%,0%,0%,50%,17,0
76490,74%,75%,40%,0%,0%,50%,18,0
76491,90%,79%,48%,0%,0%,45%,25,0
76492,83%,79%,53%,0%,0%,48%,36,0
76493,96%,93%,56%,0%,0%,50%,3,0
76494,87%,86%,51%,0%,0%,52%,15,0
76495,89%,89%,53%,0%,0%,50%,34,0
76496,93%,94%,48%,0%,0%,60%,29,0
76497,93%,89%,43%,0%,0%,50%,14,0
76498,83%,86%,37%,0%,0%,43%,27,0
76499,90%,93%,53%,0%,0%,44%,35,0
76500,81%,75%,42%,0%,0%,40%,22,0
76501,94%,79%,53%,0%,0%,36%,10,0
76502,94%,93%,47%,0%,0%,5%,12,0
76503,91%,86%,51%,0%,0%,43%,24,0
76504,81%,80%,46%,0%,0%,50%,44,0
76505,90%,93%,57%,0%,0%,43%,32,0
76506,94%,86%,50%,0%,0%,45%,29,0
76507,91%,86%,49%,0%,0%,61%,40,0
76508,53%,56%,55%,0%,0%,53%,25,0
76509,79%,75%,50%,0%,0%,48%,34,0
76510,58%,57%,50%,0%,0%,27%,43,0
76511,88%,83%,44%,0%,0%,27%,28,0
76512,76%,76%,53%,0%,0%,31%,39,0
76513,79%,76%,50%,0%,0%,22%,23,0
