id,portafolio,y,x,ventas,canastas
308,1072,10.96821184,-74.84127826,13.81551106,40
309,965,10.93549885,-74.797713,13.81551106,33
310,286,10.96672043,-74.84276764,13.30468577,40
311,7205,10.93478333,-74.817855,12.76568986,61
312,31112,10.93557777,-74.79904588,12.76568986,87
313,28131,10.98035077,-74.83944072,13.81551106,79
314,407,10.97886667,-74.84567167,13.81551106,33
315,965,10.9751186,-74.80997105,13.81551106,38
316,30608,10.96476323,-74.83073435,12.07254125,83
317,483,10.96990541,-74.82121217,13.81551106,36
318,716,10.97111274,-74.81950884,13.30468577,33
319,30915,10.96665104,-74.82987201,12.76568986,92
320,5411,10.967205,-74.818585,12.07254125,72
321,7851,10.969165,-74.81845667,13.81551106,70
322,9023,10.97122695,-74.82135688,13.81551106,70
323,27703,10.97905164,-74.84261143,13.81551106,76
324,27003,10.96827763,-74.82957309,12.07254125,73
325,546,10.96924934,-74.81760256,13.81551106,35
326,289,10.9700656,-74.8167573,13.30468577,40
327,28018,10.97498167,-74.81622,12.76568986,80
328,0,10.96801333,-74.82312833,12.07254125,27
329,20887,10.97443854,-74.81672266,12.76568986,68
330,30203,10.9688266,-74.8278882,12.76568986,85
331,27030,10.96808195,-74.82904452,12.76568986,75
332,965,10.97575153,-74.81606608,13.30468577,37
333,1075,10.96731381,-74.82824368,13.81551106,40
334,18872,10.98057167,-74.82813167,13.81551106,75
335,23678,10.98052352,-74.82931038,12.76568986,77
336,98,10.97329333,-74.81731667,13.30468577,32
337,185,10.97110667,-74.82782333,12.76568986,34
338,462,10.9708214,-74.82094682,13.81551106,35
339,22069,10.9671228,-74.8292715,12.07254125,78
340,588,10.96187667,-74.82442667,12.07254125,40
341,30421,10.96495179,-74.82690971,12.76568986,91
342,9996,10.93943974,-74.80960973,13.30468577,74
343,25476,10.93728967,-74.81025846,13.81551106,80
344,25445,10.93863043,-74.80977236,12.76568986,80
345,262,10.95222524,-74.82176686,12.76568986,38
346,23421,10.95015756,-74.81669412,13.30468577,64
347,1082,10.96231707,-74.8310921,13.30468577,41
348,5410,10.96052431,-74.81047775,13.81551106,68
349,407,10.96453167,-74.80904333,13.30468577,34
350,838,10.97195782,-74.78064655,13.30468577,36
351,3872,10.97593589,-74.78497388,12.76568986,45
352,12350,10.97118709,-74.78153693,13.81551106,78
353,27412,10.97141415,-74.78204498,13.30468577,84
354,28406,10.97503014,-74.78255699,12.76568986,83
355,195,10.97244744,-74.78212363,12.76568986,33
356,31366,10.97519079,-74.78182604,13.81551106,89
357,31116,10.93868114,-74.79606368,12.76568986,89
358,18470,10.96658691,-74.80810872,12.76568986,72
359,398,10.96649284,-74.80627126,13.81551106,32
360,31203,10.94562355,-74.77456566,12.76568986,89
361,965,10.9663382,-74.81062147,13.81551106,35
362,28408,10.94990302,-74.83256796,12.76568986,91
363,30396,10.956015,-74.83347833,12.76568986,87
364,6915,10.950904,-74.775738,13.30468577,74
365,537,10.95432923,-74.77242876,13.30468577,36
366,3526,10.96694705,-74.77096633,12.07254125,43
367,22,10.95110506,-74.77129426,12.76568986,32
368,26685,10.96451667,-74.77696667,13.30468577,78
369,958,10.951994,-74.77209279,12.76568986,31
370,185,10.95867585,-74.77258201,12.76568986,33
371,7396,10.95804532,-74.77312855,12.76568986,71
372,26885,10.96753765,-74.77692607,13.30468577,79
373,1079,10.968255,-74.7781379,13.30468577,42
374,515,11.04000412,-74.82858645,13.30468577,44
375,838,10.96604693,-74.77559997,13.81551106,39
376,1072,10.97462871,-74.7771193,13.30468577,39
377,19799,10.96183229,-74.77408474,13.30468577,74
378,1079,10.97388887,-74.77506512,13.81551106,37
379,196,10.94537182,-74.76740438,13.30468577,35
380,16076,10.94603,-74.767695,13.30468577,76
381,26384,10.97153399,-74.77870797,12.76568986,72
382,14288,10.96999678,-74.77881005,12.76568986,65
383,30754,10.92987948,-74.79744729,13.30468577,85
384,6614,10.92913562,-74.79670016,12.76568986,57
385,19194,10.92559679,-74.79843568,12.76568986,69
386,18695,10.94538624,-74.76666895,12.76568986,73
387,16552,10.94577117,-74.76584799,12.76568986,63
388,11777,10.94603872,-74.76273669,13.30468577,80
389,21522,10.9455329,-74.76843979,13.30468577,74
390,1127,10.97317533,-74.77715735,13.30468577,42
391,13737,10.9705755,-74.77654269,12.76568986,64
392,17070,10.95355333,-74.81384667,12.76568986,70
393,31116,10.95613526,-74.83192132,12.76568986,85
394,865,10.96525667,-74.81724333,13.81551106,42
395,28370,10.95496943,-74.82936598,13.30468577,88
396,19700,10.96210979,-74.81791085,13.81551106,79
397,27381,10.93378848,-74.79639446,13.81551106,75
398,14385,10.97343057,-74.82378176,13.81551106,65
399,22,10.971509,-74.82444574,13.81551106,33
400,15373,10.95468886,-74.7776572,13.81551106,74
401,1082,10.97269441,-74.81060704,13.81551106,43
402,25062,10.95294749,-74.78218616,13.30468577,81
403,23480,10.95767559,-74.78331385,14.03865411,71
404,4971,10.98058124,-74.78798935,13.81551106,66
405,19494,10.96012755,-74.7805619,13.30468577,74
406,17098,10.9665349,-74.8166683,13.81551106,76
407,28362,10.964668,-74.815961,12.76568986,90
408,28408,10.96389178,-74.81368833,13.30468577,91
409,20779,10.97919992,-74.81954478,12.76568986,78
410,1079,10.97852231,-74.81878985,13.81551106,41
411,1100,10.95693252,-74.78257461,13.30468577,39
412,24921,10.93597506,-74.78743558,13.30468577,74
413,195,10.94062567,-74.82678058,12.76568986,36
414,24873,10.94250478,-74.8241004,12.07254125,71
415,7441,10.93627307,-74.8241228,12.07254125,45
416,6587,10.9355196,-74.82424599,13.30468577,43
417,5666,10.93385135,-74.82991325,12.76568986,38
418,5871,10.9346326,-74.83185958,12.76568986,41
419,6399,10.9358383,-74.8208583,13.81551106,43
420,6587,10.93473034,-74.83209008,13.81551106,44
421,16103,10.93852726,-74.82412412,12.76568986,71
422,13947,10.93456897,-74.8087225,12.76568986,67
423,7612,10.93275337,-74.80877124,12.07254125,53
424,1379,10.94038026,-74.80304795,13.30468577,40
425,28363,10.94256,-74.80389167,13.30468577,79
426,6589,10.94178167,-74.80729833,12.76568986,44
427,30824,10.94300667,-74.80667833,12.76568986,81
428,1622,10.93668303,-74.80342483,12.07254125,40
429,2110,10.93699372,-74.80314257,13.30468577,46
430,25928,10.94099171,-74.80501927,13.30468577,69
431,5872,10.93982183,-74.80594937,13.30468577,43
432,6587,10.93736602,-74.80310623,13.81551106,43
433,26923,10.92387037,-74.80316524,12.07254125,78
434,6399,10.92571907,-74.80329688,12.76568986,44
435,27800,10.935705,-74.80233833,13.30468577,67
436,18028,10.95115335,-74.8072371,13.30468577,71
437,18151,10.94409468,-74.80497767,13.81551106,76
438,6587,10.928065,-74.802865,13.30468577,43
439,2089,10.94909982,-74.80607415,12.07254125,44
440,19350,10.9299757,-74.80318308,12.76568986,64
441,31366,10.93048944,-74.80228644,12.76568986,90
442,1249,10.95128,-74.80743333,12.07254125,40
443,28261,10.95053991,-74.8063401,12.76568986,80
444,6587,10.92750542,-74.80493811,13.81551106,44
445,25287,10.9508879,-74.80662218,13.30468577,71
446,31363,10.95079775,-74.80840573,12.76568986,86
447,6399,10.92962333,-74.80328167,13.81551106,43
448,5861,10.93138005,-74.8248325,12.76568986,40
449,1245,10.94283097,-74.81595853,12.07254125,39
450,3576,10.93364108,-74.80970467,13.30468577,57
451,6399,10.95039119,-74.81090496,13.30468577,43
452,19545,10.93416167,-74.81047333,12.76568986,72
453,836,10.93631196,-74.80889887,12.76568986,41
454,5685,10.94068167,-74.81781833,13.81551106,43
455,4402,10.9368053,-74.8087593,12.76568986,58
456,25647,10.9370607,-74.80779316,12.76568986,68
457,1229,10.93739012,-74.80916993,13.30468577,35
458,5673,10.93735093,-74.80873225,12.76568986,38
459,818,10.93359736,-74.81505297,12.07254125,43
460,9890,10.92826326,-74.81479411,13.81551106,65
461,2110,10.9340451,-74.81381262,12.07254125,46
462,23305,10.95071235,-74.80468257,13.30468577,72
463,27229,10.93326884,-74.81263059,12.76568986,71
464,22864,10.95038911,-74.80418373,13.30468577,73
465,1249,10.93266808,-74.81201778,12.07254125,39
466,19228,10.93209395,-74.81231582,12.76568986,72
467,11,10.931656,-74.81739301,12.07254125,33
468,19135,10.92381804,-74.81337123,13.30468577,70
469,2091,10.92570856,-74.81378159,12.07254125,43
470,7648,10.92688257,-74.81613166,13.30468577,64
471,1373,10.92702,-74.80630667,13.30468577,40
472,6190,10.97252542,-74.78167907,13.81551106,40
473,5583,10.97323675,-74.78365135,12.76568986,42
474,28363,10.96456167,-74.78000833,13.30468577,80
475,28363,10.9774669,-74.78467585,13.81551106,78
476,6587,10.96082333,-74.78204333,13.30468577,43
477,28217,10.96692317,-74.78379154,13.81551106,87
478,25193,10.96855792,-74.78368476,12.76568986,73
479,14768,10.95936226,-74.7829222,12.76568986,63
480,6589,10.97138757,-74.78532673,12.76568986,45
481,27069,10.958979,-74.783087,12.76568986,70
482,5167,10.97104819,-74.78475287,13.30468577,45
483,28113,10.958452,-74.782289,13.81551106,75
484,30800,10.96986953,-74.78272713,12.76568986,77
485,26077,10.95176338,-74.78161609,13.30468577,70
486,6271,10.95329722,-74.78317757,12.76568986,43
487,14116,10.948467,-74.77776314,13.30468577,64
488,3230,10.949081,-74.777792,12.07254125,36
489,17895,10.94923682,-74.77639689,13.81551106,71
490,24657,10.94898516,-74.78103956,13.81551106,79
491,14900,10.94758378,-74.78071016,13.30468577,78
492,31239,10.95731529,-74.78114359,13.81551106,87
493,26681,10.95209664,-74.78275622,13.30468577,75
494,27921,10.94045456,-74.79744274,12.76568986,71
495,27142,10.9400013,-74.79832214,12.76568986,71
496,6587,10.93708289,-74.79544236,12.76568986,43
497,151,10.9428847,-74.79858528,12.76568986,37
498,10024,10.93498833,-74.79334333,12.76568986,68
499,31237,10.94081982,-74.79745327,13.81551106,87
500,30875,10.94154667,-74.79542333,13.81551106,81
501,26489,10.94012228,-74.79615412,12.76568986,65
502,22,10.933355,-74.79208833,12.76568986,33
503,25304,10.93514796,-74.79082785,13.81551106,74
504,27597,10.9403776,-74.78964121,13.81551106,87
505,1344,10.93431149,-74.79306601,13.30468577,41
506,16652,10.93218859,-74.79480434,12.76568986,61
507,6587,10.9364077,-74.79085778,12.76568986,43
508,0,10.93465388,-74.79490327,13.30468577,35
509,30909,10.94059848,-74.78883403,13.81551106,77
510,102,10.93451833,-74.795735,12.76568986,39
511,5462,10.93964926,-74.78907317,13.81551106,40
512,28363,10.93400057,-74.79860474,13.81551106,81
513,1379,10.93298961,-74.79744689,13.81551106,40
514,30391,10.93621062,-74.79143041,12.76568986,85
515,1055,10.93406346,-74.79571426,12.76568986,42
516,1369,10.95180503,-74.7697325,12.76568986,39
517,0,10.96678167,-74.771475,12.76568986,32
518,185,10.95264213,-74.77216671,12.76568986,33
519,22,10.96635771,-74.77125336,12.76568986,32
520,4241,10.96558486,-74.77244551,12.76568986,53
521,16417,10.96688678,-74.77386796,12.76568986,60
522,5682,10.952883,-74.769693,13.81551106,41
523,1482,10.95389,-74.770796,13.30468577,42
524,6385,10.96298369,-74.77185229,13.81551106,40
525,17515,10.96095978,-74.77171595,12.76568986,65
526,1721,10.96067558,-74.77385595,12.76568986,41
527,7441,10.97388689,-74.81022321,13.30468577,46
528,1245,10.98111833,-74.82722667,12.76568986,39
529,1309,10.97415742,-74.83281269,12.76568986,36
530,4302,10.98173245,-74.83306006,13.30468577,41
531,24612,10.9765616,-74.8482066,13.81551106,74
532,7441,10.97249081,-74.83047649,13.30468577,44
533,22,10.97066962,-74.83011274,12.76568986,38
534,12942,10.9809051,-74.83144746,13.30468577,62
535,5761,10.97620718,-74.8448794,12.76568986,59
536,163,10.95886554,-74.84109374,12.76568986,40
537,7508,10.97044355,-74.83017204,13.30468577,61
538,3220,10.959581,-74.84121507,13.30468577,37
539,1238,10.97129388,-74.82861549,12.76568986,39
540,26660,10.97931,-74.845915,12.76568986,68
541,5452,10.96085454,-74.8420959,13.30468577,38
542,13019,10.9779,-74.82698833,13.30468577,70
543,7195,10.96177139,-74.84155481,13.30468577,46
