id,portafolio,y,x,ventas,canastas
544,8410,10.97804976,-74.83796438,13.81551106,64
545,2132,10.97121303,-74.82867699,13.30468577,49
546,738,10.97927512,-74.83700275,12.76568986,39
547,5872,10.98053682,-74.83816809,12.76568986,44
548,5462,10.98150667,-74.82543333,12.76568986,40
549,1238,10.98115455,-74.82583689,12.76568986,38
550,6396,10.97876193,-74.84152806,12.76568986,43
551,8060,10.97798747,-74.82322495,12.76568986,48
552,29548,10.98156021,-74.82264363,12.76568986,72
553,27181,10.98091898,-74.82365899,13.30468577,72
554,6589,10.97898435,-74.83928281,13.30468577,44
555,6381,10.97860539,-74.82186363,13.81551106,39
556,3516,10.98171611,-74.83468644,13.81551106,36
557,1234,10.97653879,-74.83944516,13.30468577,37
558,1234,10.95771836,-74.8244626,12.76568986,36
559,1475,10.957869,-74.831774,13.30468577,40
560,2083,10.96375167,-74.82713,13.30468577,41
561,5020,10.97950833,-74.818095,13.30468577,42
562,31360,10.95480054,-74.82800361,13.30468577,82
563,26813,10.96936301,-74.8121755,13.30468577,76
564,1245,10.96930603,-74.81253495,13.30468577,39
565,7550,10.95751,-74.82747333,13.30468577,46
566,1622,10.95690833,-74.82817833,13.30468577,40
567,25499,10.97413833,-74.820755,12.76568986,77
568,19830,10.96108008,-74.83308607,12.76568986,78
569,28036,10.955912,-74.828186,13.30468577,76
570,1225,10.96238112,-74.82055768,12.76568986,34
571,22,10.96985833,-74.82412,12.76568986,36
572,1930,10.963255,-74.82850333,13.30468577,41
573,26607,10.97261865,-74.82173881,13.30468577,72
574,30620,10.96180247,-74.81155074,12.76568986,80
575,3516,10.96320667,-74.80968167,13.81551106,41
576,1612,10.96368822,-74.81065945,12.76568986,35
577,21735,10.96223584,-74.81014097,12.76568986,77
578,4145,10.96391,-74.810655,13.81551106,40
579,407,10.96450738,-74.81132801,12.76568986,35
580,5462,10.96504315,-74.81030443,13.30468577,40
581,20724,10.96644667,-74.80838,12.76568986,70
582,1245,10.96757296,-74.81102144,13.30468577,39
583,3239,10.9636796,-74.81009835,13.30468577,37
584,727,10.96226401,-74.81017806,13.30468577,39
585,5462,10.96602217,-74.810125,12.76568986,40
586,20082,10.96624423,-74.81002693,12.76568986,66
587,5682,10.96493387,-74.80868474,13.30468577,41
588,30977,10.95971279,-74.80851407,12.07254125,76
589,6587,10.96112765,-74.80997126,12.76568986,44
590,5673,10.96197638,-74.80656866,12.76568986,41
591,9924,10.98974117,-74.78198386,13.30468577,62
592,7054,10.97793597,-74.83933513,13.81551106,44
593,13242,10.9483142,-74.81782891,12.07254125,58
594,19370,10.95559633,-74.83239603,13.30468577,70
595,1472,10.97489538,-74.84452763,12.76568986,40
596,1245,10.949908,-74.821606,12.76568986,39
597,1480,10.95169869,-74.82486673,12.76568986,41
598,1322,10.96231637,-74.84260848,13.30468577,43
599,23695,11.0231101,-74.8119797,13.30468577,79
600,11,11.02377569,-74.80884979,12.76568986,33
601,1301,10.96327167,-74.841125,13.30468577,41
602,6587,11.03794167,-74.82549167,12.07254125,42
603,25996,11.04043716,-74.82449559,12.07254125,74
604,879,11.02332942,-74.80988044,13.30468577,42
605,629,11.02357699,-74.81007009,13.30468577,37
606,31149,10.96857223,-74.81056666,13.30468577,85
607,5264,10.96798369,-74.80911317,13.30468577,44
608,22,10.95830167,-74.81361,12.76568986,37
609,7080,10.95767833,-74.81344167,12.76568986,58
610,22669,10.95675217,-74.81572664,12.76568986,62
611,1817,10.96698941,-74.80326628,13.30468577,41
612,17323,10.95379333,-74.81421667,12.07254125,63
613,2089,10.96798662,-74.8067793,13.30468577,43
614,1823,10.97677249,-74.78205959,13.81551106,42
615,6201,10.92997705,-74.80745409,12.76568986,42
616,6932,10.9300013,-74.8082733,13.30468577,43
617,7548,10.92867607,-74.80891588,13.30468577,45
618,1622,10.92789043,-74.80980038,13.81551106,37
619,1245,10.93170501,-74.80756269,12.76568986,39
620,6930,10.93209834,-74.8037678,13.81551106,42
621,416,10.93204655,-74.82527198,12.76568986,37
622,122,10.93177583,-74.82471533,12.76568986,36
623,416,10.93347966,-74.82343231,13.30468577,38
624,1932,10.93800292,-74.82495903,13.30468577,42
625,725,10.94758222,-74.80731078,13.30468577,39
626,2089,10.94766258,-74.80731229,13.30468577,39
627,172,10.94403333,-74.81862333,13.30468577,47
628,1622,10.93792687,-74.82591493,13.30468577,40
629,1245,10.93989095,-74.82252665,12.76568986,38
630,0,10.94902167,-74.80997667,12.76568986,32
631,1225,10.94220751,-74.82107412,12.76568986,31
632,1697,10.95446444,-74.80303965,13.30468577,43
633,6930,10.94767873,-74.80357144,13.81551106,42
634,30972,10.97354787,-74.78442884,13.81551106,88
635,26000,10.94811206,-74.83319225,13.30468577,76
636,29106,10.95425343,-74.82820809,13.30468577,91
637,28588,10.97961112,-74.82215153,13.30468577,72
638,30479,10.95725379,-74.82954361,12.76568986,89
639,29766,10.95870691,-74.82987128,12.76568986,89
640,17177,10.9558,-74.83344833,12.76568986,77
641,29086,10.96384237,-74.80318605,13.81551106,85
642,25700,10.98205713,-74.82644479,11.51292546,72
643,19925,10.954504,-74.82465,13.30468577,72
644,25998,10.96407978,-74.83557502,12.76568986,80
645,28720,10.95468047,-74.82646045,13.81551106,72
646,28722,10.95461607,-74.82581811,12.07254125,73
647,28870,10.96067302,-74.84044782,12.07254125,84
648,28143,10.98979391,-74.78256638,12.76568986,85
649,26894,10.92412833,-74.81171833,14.03865411,83
650,8160,10.95100333,-74.768555,12.76568986,55
651,17042,10.9554616,-74.7731433,13.30468577,71
652,29066,10.92935041,-74.82190612,12.76568986,81
653,26169,10.93305772,-74.82355244,12.07254125,78
654,26897,10.93148502,-74.81247435,13.30468577,81
655,27605,10.9619171,-74.8226383,13.30468577,80
656,19843,10.96032382,-74.82323373,13.30468577,84
657,29057,10.96994815,-74.82428411,13.30468577,84
658,27622,10.9686111,-74.8226042,12.07254125,82
659,17184,10.96162177,-74.82833906,13.30468577,75
660,29060,10.97133667,-74.82278333,12.07254125,80
661,24926,10.9304771,-74.79837891,12.76568986,84
662,26685,10.93106333,-74.798125,14.03865411,83
663,8163,10.97176961,-74.77369758,13.30468577,55
664,8940,10.92324451,-74.82592768,12.76568986,64
665,25251,10.93214833,-74.80058833,13.81551106,71
666,9472,10.93913596,-74.80156203,13.81551106,67
667,8940,10.93950392,-74.80363981,12.76568986,64
668,6613,10.93927441,-74.79985855,12.07254125,48
669,9925,10.93838736,-74.79981688,12.07254125,65
670,24024,10.93593333,-74.80713833,12.07254125,69
671,10332,10.9784974,-74.84081153,12.07254125,63
672,20201,10.97901738,-74.8388839,13.30468577,68
673,19045,10.96186614,-74.7717899,13.30468577,85
674,19425,10.9700338,-74.82997807,12.76568986,77
675,10808,10.96241743,-74.77364868,13.30468577,69
676,9124,10.97164177,-74.83148382,12.07254125,68
677,18184,10.94685,-74.82838167,13.30468577,82
678,17664,10.9461232,-74.827607,13.30468577,68
679,29332,10.97448167,-74.78639167,12.76568986,84
680,28415,10.94604693,-74.82616144,12.76568986,88
681,16820,10.9729438,-74.82855606,12.76568986,69
682,21227,10.946692,-74.82178695,13.81551106,82
683,27351,10.97079833,-74.83506833,13.81551106,86
684,30776,10.97136743,-74.83187995,13.30468577,86
685,27524,10.96880622,-74.84046665,12.76568986,82
686,24074,10.97203695,-74.84223075,12.76568986,80
687,26114,10.97078096,-74.84046735,13.30468577,83
688,26174,10.96994789,-74.84121041,12.76568986,84
689,25998,10.95538956,-74.82477412,13.81551106,76
690,24158,10.97031941,-74.8393929,13.30468577,82
691,26163,10.9589975,-74.82151778,12.76568986,79
692,26897,11.03968363,-74.82684487,12.76568986,85
693,26000,11.04135767,-74.82748972,12.76568986,83
694,9144,10.96379404,-74.81810417,12.07254125,67
695,1379,10.92871891,-74.80822809,13.81551106,40
696,28117,11.0421631,-74.82789397,12.76568986,86
697,29066,11.04230799,-74.82857015,12.76568986,85
698,17169,10.96422118,-74.82726372,13.30468577,78
699,25413,10.96330225,-74.80735912,12.07254125,76
700,26897,10.97489504,-74.81238983,13.30468577,84
701,18191,10.94531043,-74.76666367,13.30468577,82
702,18190,10.9469927,-74.76599064,11.51292546,82
703,26172,10.93631901,-74.81782625,13.30468577,78
704,26163,10.93683528,-74.81791361,12.76568986,79
705,24592,10.93302951,-74.80046626,13.81551106,72
706,27641,10.9548545,-74.78313411,13.30468577,88
707,24025,10.93636296,-74.80152613,11.51292546,71
708,29060,10.933365,-74.80223667,12.76568986,81
709,17991,10.94331244,-74.82545697,12.07254125,73
710,24594,10.93531197,-74.79945641,12.07254125,73
711,31314,10.9315941,-74.80757708,12.07254125,87
712,27605,10.93286833,-74.80711167,12.76568986,81
713,26163,10.93215087,-74.80654874,12.76568986,80
714,14779,10.93998833,-74.78745,12.07254125,72
715,16821,10.93601172,-74.78700635,13.30468577,71
716,26163,10.93334755,-74.80611799,13.30468577,78
717,25056,10.9280177,-74.8083302,13.81551106,80
718,17010,10.93858584,-74.79881288,12.76568986,69
719,19373,10.94497643,-74.80043533,12.76568986,77
720,20839,10.94132583,-74.80038898,12.07254125,70
721,14521,10.94172975,-74.7921071,12.07254125,72
